,tel,link,descricao
OK LANCHES,NAO DISPONIBILIZADO,"['https://www.tripadvisor.com/Restaurant_Review-g1023665-d4535626-Reviews-Ok_Lanches-Criciuma_State_of_Santa_Catarina.html', 'https://www.instagram.com/okpizzaria/?hl=en', 'https://www.facebook.com/okpizzariacriciuma/', 'https://pizzariaspertodemim.com/amp/e/ok-lanches-uxpwq/?amp', 'https://www.econodata.com.br/consulta-empresa/07811473000118-DA-SILVA-REBELLO-LTDA', 'https://eguias.net/empresa/ok-lanches/criciuma/sc/149282/amp', 'https://topedindo.app/criciuma', 'https://www.diariocidade.com/sc/criciuma/guia/ok-lanches-restaurante-e-pizzaria-04101928000113/']","['Ok Lanches, Criciuma: See 20 unbiased reviews of Ok Lanches, rated 3.5 of 5 on Tripadvisor and ranked #114 of 323 restaurants in Criciuma.', '8807 Followers, 4525 Following, 23 Posts - See Instagram photos and videos from Ok Pizzaria (@okpizzaria)', 'Consulte o CNPJ da OK PIZZARIA de Criciúma, SC, seus sócios e contatos como telefones, ... Restaurantes Criciúma - SC ... (CESAR LUEBKE BOTECO E LANCHES).', 'OK Lanches está localizada no bairro Centro na cidade de Criciúma, SC. Atuamos no segmento Restaurantes. Confira aqui o telefone (48) 3437... e o endereço\xa0...', 'Gaudério Lanches. Baita Combo !! R$ 64,00. -6%. R$ 67,90. 5.0. • Lancheria. Hoje, a partir das 18:30. Gaudério Lanches. Mini Calota ( pão 22 cm ). R$ 69,00.', 'Ok Lanches Restaurante E Pizzaria em Criciúma - SC, Santa Catarina. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de\xa0...']"
SORVETES SWEET FLAVOUR,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/empresas/sc/criciuma/industria-alimenticia/sorvetes-sweet-flavour-11059625', '/search?q=SORVETES+SWEET+FLAVOUR,+CRICIUMA+-+SC&tbm=isch&source=univ&fir=OfASzYMKwFppbM%252CYixVdxwNh9StgM%252C_%253Byhljjd8cuM_PRM%252CAHE4HX9MAZtHuM%252C_%253BQ2E4TOiSNyOlnM%252Chb8pPithYTnn2M%252C_%253Bp8cQk8Np0ESleM%252C-MZ-suQhYA8DWM%252C_%253Bx5a64Ip4SWe_aM%252CMCUPIe7j0DgA3M%252C_%253BUCOjhbgULHpmyM%252CiFfKpi4vq3fGqM%252C_%253BJ8QLtzQG6AjxfM%252CqJgE0I9lMDsSFM%252C_%253BTDwGh1jrk5OAwM%252C6TYSrLt5p_TmFM%252C_%253BoEmALXbejqDZGM%252CMCUPIe7j0DgA3M%252C_%253BWldvC_0Ase94sM%252CzKapjh9pMY9KzM%252C_&usg=AI4_-kSoYRBXbU_Mfq56zEr2G0lAYqTwqw&sa=X&ved=2ahUKEwjy3ubLhJH9AhUuEVkFHXn3BcAQjJkEegQIEhAC', 'https://www.descubraonline.com/guia/sc/criciuma/sorvetes-sweet-flavour-01111761000183/', 'https://cnpj.biz/01111761000183', 'https://brazilguide.net/c/restaurante-sweet-flavour-ltda-01111761000183', 'http://cnpj.info/Restaurante-Sweet-Flavour-Sorvetes-Sweet-Flavour', 'https://www.pinterest.com/pin/premium-photo--720857484096996548/', 'https://casadosdados.com.br/solucao/cnpj/restaurante-sweet-flavour-ltda-01111761000183']","['Sorvetes Sweet Flavour ; Endereço. Avenida Gabriel Zanette, 1455, Prospera - Loja: 73 Criciuma Shopping; Criciúma/SC - CEP 88815-060 ; Telefone. (48) 3462-0122 •\xa0...', 'Razão Social: RESTAURANTE SWEET FLAVOUR LTDA ; Nome Fantasia: SORVETES SWEET FLAVOUR ; Natureza Jurídica: 206-2 Sociedade Empresária Limitada ; CNPJ: 01.111.761/\xa0...', 'Sorvetes Sweet Flavour Restaurante Sweet Flavour LTDA 01.111.761/0001-83 ; CNPJ: 01.111.761/ ; Razão Social: Restaurante Sweet Flavour LTDA ; Nome Fantasia:\xa0...', 'A empresa Sorvetes Sweet Flavour localizada em Avenida Gabriel Zanette, 1455, Próspera, Criciúma/SC - possui CNPJ 011.117.610/0018-3.', 'Consulta CNPJ da empresa Restaurante Sweet Flavour LTDA | Sorvetes Sweet Flavour. ... Fantasia nome, SORVETES SWEET FLAVOUR ... CRICIUMA - SC 88815-060\xa0...', 'Social Media Design, Social Media Post, Açai Delivery, Candy Nation, ... Ice Cream Flavors ... Chiquinho Sorvetes – novidade em Criciúma, SC Leia mais ».', 'RESTAURANTE SWEET FLAVOUR LTDA - CNPJ 01111761000183 ... SORVETES SWEET FLAVOUR ... 88815-060. Bairro. PROSPERA. Município. CRICIUMA. UF. SC. Telefone.']"
SPLENDORE RISTORANTE,+55 31 3532-4829,"['https://www.tripadvisor.com/Restaurant_Review-g303375-d5355402-Reviews-Splendore_Restaurante-Betim_State_of_Minas_Gerais.html', 'https://www.facebook.com/splendorerestaurante/', 'https://www.instagram.com/splendorerestaurante/?hl=en', 'https://foursquare.com/v/restaurante-splendore-betim/5ac7fee2a35dce591a58f2ab', 'https://www.descubraonline.com/guia/mg/betim/splendore-ristorante-07481247000116/', 'https://restaurantguru.com/Splendore-Ristorante-Betim', 'https://www.diariocidade.com/mg/betim/guia/splendore-ristorante-07481247000116/']","['Splendore Restaurante · Page · Italian Restaurant · Praça praça milton Campos, 1076, Betim, MG, Brazil · +55 31 3532-4829 · splendoreristorante@hotmail.com.', '5149 Followers, 1983 Following, 128 Posts - See Instagram photos and videos from Splendore Restaurante (@splendorerestaurante)', '3 visitors have checked in at Restaurante Splendore Betim. ... Category icon. Restaurante Splendore Betim. Restaurant$$$$. Betim. Save. Share.', 'Splendore Ristorante em Betim, Minas Gerais. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...', 'Dec 14, 2022 — Splendore, #4 among Betim restaurants: 1477 reviews by visitors and 117 detailed photos. Find on the map and call to book a table.', 'Splendore Ristorante em Betim - MG, Minas Gerais. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Diário\xa0...']"
BIGG PIZZAS,+55 24 3354-5313,"['https://www.instagram.com/pizzariabiggpizzas/?hl=en', 'https://www.facebook.com/biggpizzaresende/', 'https://restaurantguru.com/Bigg-Pizzas-Resende', 'https://www.tripadvisor.com/LocationPhotoDirectLink-g737081-d5690813-i158728800-Bigg_Pizzas-Resende_State_of_Rio_de_Janeiro.html', 'https://www.ifood.com.br/delivery/resende-rj/bigg-pizza-campos-eliseos/f45b127e-f58c-4fcc-b768-4fdde68e7e12', '/search?q=BIGG+PIZZAS,+RESENDE+-+RJ&tbm=isch&source=univ&fir=8OOs0ipDhiTxVM%252CG1j3Dp340iuihM%252C_%253B2y8y4b3D8qOnrM%252Cad63cOsziP68YM%252C_%253B4SCe5URNWS1jpM%252C9v1-QmI94JsLGM%252C_%253BVjI9V7hP5Xk3UM%252C7Vi-Hl2rXZJSfM%252C_%253BgqEpxIXppGSL6M%252C9v1-QmI94JsLGM%252C_%253B6-OekVwQpx6PfM%252C9v1-QmI94JsLGM%252C_%253BlHMpHoM6cvFNpM%252CpFR2_86LHEMBYM%252C_%253BLcCJjccvUF8yPM%252C7Vi-Hl2rXZJSfM%252C_%253B2eRRBiNG7fRHUM%252C_PIvFHvOV7D-mM%252C_%253B3ZiReC6ViKLr1M%252CPPUTwHZV-w6jbM%252C_&usg=AI4_-kRGJRkRifPYw_hkL14XS1zUJPNlTQ&sa=X&ved=2ahUKEwjmy8ejhZH9AhVZM1kFHRyCAR8QjJkEegQIOhAC', 'https://cardapio.menu/restaurants/resende/bigg-pizzas', 'https://pizzariaspertodemim.com/e/bigg-pizzas-xbjak/']","['1777 Followers, 3815 Following, 335 Posts - See Instagram photos and videos from BIGG PIZZA (@pizzariabiggpizzas)', 'BIGG PIZZA Resende · Page · Restaurant · Resende, RJ, Brazil · +55 24 99985-1479 · machado.marcelo@hotmail.com · Always open · Rating · 4.4 (20 Reviews) · See More\xa0...', 'Bigg Pizzas, #202 among Resende restaurants: 334 reviews by visitors and 22 detailed photos. Find on the map and call to book a table.', 'Bigg Pizzas · 3 reviews. #132 of 202 restaurants in Resende. Rua Alfredo Whately 467 Cpo Eliseos, Resende, State of Rio de Janeiro 27542-170 Brazil.', 'A Bigg Pizzaria tem como princípio a qualidade de nossos produtos e o respeito com nossos clientes. Nossas pizzas, calzones e massas são de extrema\xa0...', 'Veja o Endereço, Telefone, Localização e CNPJ da empresa Bigg Pizzas, para encontrar Pizzarias em Rua Alfredo Whately, Campos Elíseos, Resende - RJ\xa0...']"
VILA MINEIRA RESTAURANTE,NAO DISPONIBILIZADO,"['https://www.facebook.com/vilamineirarestaurante/?locale=pt_BR', 'https://nool.com.br/page/1190/sp/valinhos/vale-verde/restaurante/vila-mineira-restaurante', 'https://restaurantguru.com.br/Vila-Mineira-Restaurante-Valinhos', 'https://www.instagram.com/vilamineirarestaurante/?hl=en', 'https://restaurantespertodemim.com/e/vila-mineira-restaurante-bhswfi/', 'https://www.descubraonline.com/guia/sp/valinhos/vila-mineira-restaurante-09051544000157/']","['Vila Mineira Restaurante · Page · Restaurant · Av arquiteto Clayton Alves Corrêa n 348, Valinhos, SP, Brazil · +55 19 3881-2244 · Rating · 4.5 (15 Reviews) · See\xa0...', 'Vila Mineira Restaurante. Alimentação - Restaurante. Avenida Arquiteto Clayton Alves Corrêa, 348, Vale Verde, - Valinhos-SP. Mineiro Estradeiro Refeições', 'Av arquiteto Clayton Alves Corrêa n 348, 13277-055. Valinhos, São Paulo, Brasil. Gerencie seu negócio. Adicionar uma foto. Adicionar uma foto.', '33 posts. 67 followers. 175 following. Delicioso #BuffetDeSaladas preparado com muito carinho! Várias opções e combinações diferentes para você escolher.', 'Vila Mineira Restaurante em Valinhos desde 2007. ... para encontrar Restaurantes em Av Arquiteto Clayton Alves Correa, Vale Verde, Valinhos - SP\xa0...', 'Vila Mineira Restaurante em Valinhos, São Paulo. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs, Data de Abertura...']"
RESTAURANTE COLINA VERDE,+55 54 3281-1388,"['https://www.restaurantecolinaverde.com/', 'https://www.tripadvisor.com/Restaurant_Review-g775231-d1599922-Reviews-Colina_Verde-Nova_Petropolis_State_of_Rio_Grande_do_Sul.html', 'https://www.facebook.com/restaurantecolinaverde/', 'https://www.instagram.com/restaurantecolinaverde/?hl=en', 'https://www.yelp.com/biz/restaurante-colina-verde-nova-petr%C3%B3polis', 'https://turismo.novapetropolis.rs.gov.br/locais/restaurante-colina-verde', 'https://www.tripadvisor.co/Restaurant_Review-g775231-d1599922-Reviews-Colina_Verde-Nova_Petropolis_State_of_Rio_Grande_do_Sul.html', 'https://revistaserragaucha.com.br/colina-verde-resturante-em-nova-petropolis-rs/', 'https://commons.wikimedia.org/wiki/File:Estacionamento_Restaurante_Colina_Verde_-_Nova_Petr%C3%B3polis_-_panoramio.jpg']","['11.1k Followers, 1 Following, 61 Posts - See Instagram photos and videos from Restaurante Colina Verde (@restaurantecolinaverde)', 'Olá! O preço atual (Julho/2017) é R$ 68,00 por pessoa adulta e R$ 34,00 para crianças até 10 anos. Não cobramos taxa de serviço. Estamos à disposição para\xa0...']"
FORNERIA DA MATA RESTAURANTE,+55 54 3281-9028,"['https://forneriadamata.com.br/', 'https://www.tripadvisor.com.br/Restaurant_Review-g775231-d2389044-Reviews-Forneria_da_Mata-Nova_Petropolis_State_of_Rio_Grande_do_Sul.html', 'https://www.facebook.com/people/Forneria-Da-Mata/100028989476537/', 'https://restaurantguru.com.br/Forneria-Da-Mata-Nova-Petropolis', 'https://turismo.novapetropolis.rs.gov.br/locais/forneria-da-mata', 'https://www.instagram.com/forneriadamata/?hl=en', 'https://omelhordaserragaucha.com.br/forneria-da-mata-restaurante-ltda-nova-petropolis-rs/', 'https://cardapio.menu/restaurants/nova-petropolis/forneria-da-mata', 'https://cnpj.biz/08364712000100']","['A Forneria da Mata atende nos horários: Quarta, quinta e domingo das 18:30h ... Forneria da Mata Rua Emilio Raimann, 375 - Bairro Piá - Nova Petrópolis – RS.', 'Jan 15, 2023 — Forneria da Mata, #1 entre Nova Petrópolis pizzarias: 2501 avaliações e 155 fotos detalhadas. Encontrar no mapa e ligar para reservar uma\xa0...', 'A Forneria da Mata prepara suas pizzas artesanais assadas em forno a lenha com ingredientes selecionados, em um ambiente rústico e aconchegante integrado à\xa0...', 'torquesrestaurante. Torquês Restaurante ®. Follow · dahmerhauscafecolonial. Dahmer Haus Café Colonial. Follow · biergarten_aldeia. Biergarten Aldeia. Follow.', 'O Melhor da Serra Gaúcha » RS » Nova Petrópolis » FORNERIA DA MATA RESTAURANTE LTDA em Nova Petrópolis, RS. FORNERIA DA MATA RESTAURANTE LTDA em Nova\xa0...', 'O cardápio do restaurante é adequado para vegetarianos, tendo opções completas de cardápio sem carne, e você encontrará vários pratos da culinária local também.', 'Todos os dados da empresa Forneria da Mata Restaurante LTDA com CNPJ 08.364.712/0001-00 - 08364712000100 de Nova Petrópolis/RS. Telefone, E-mail, Sócios...']"
BAR E MINIMERCADO CISNE,+55 54 3298-5086,"['https://www.solutudo.com.br/empresas/rs/nova-petropolis/restaurantes/bar-e-minimercado-cisne-10124832', 'https://www.econodata.com.br/consulta-empresa/03603152000258-BAR-E-MINI-MERCADO-CISNE-LTDA', 'https://www.diariocidade.com/rs/nova-petropolis/guia/bar-e-minimercado-cisne-03603152000258/', 'https://www.descubraonline.com/guia/rs/nova-petropolis/bar-e-mini-mercado-cisne-ltda-03603152000177/', 'https://cidadeurgente.com/rs/nova-petropolis/guia/bar-e-mini-mercado-cisne-ltda-03603152000177/', 'https://cnpj.biz/03603152000177']","['Bar E Minimercado Cisne ; Endereço. Rua Vicente Prieto, 7368, Pinhal Alto Nova Petrópolis/RS - CEP 95150-000 ; Telefones. (54) 3298-5086\xa0...', 'Consulte o CNPJ da BAR E MINIMERCADO CISNE de Nova Petrópolis, RS, seus sócios e contatos como telefones, emails e website, além de faturamento,\xa0...', 'Confira no mapa como chegar em Bar E Minimercado Cisne, no endereço: Rua Vicente Prieto, 7368, Pinhal Alto, Nova Petrópolis-RS. CEP: 95150-000 . Compartilhe:\xa0...', 'Bar E Mini Mercado Cisne Ltda em Nova Petrópolis, Rio Grande do Sul. Acesse agora e confira ✆ Telefones, Endereço, E-mail, Situação, CNAEs,\xa0...', 'Bar E Mini Mercado Cisne Ltda em Nova Petrópolis - RS, Rio Grande do Sul. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia\xa0...', 'Todos os dados da empresa Bar e Mini Mercado Cisne LTDA com CNPJ 03.603.152/0001-77 - 03603152000177 de Nova Petrópolis/RS. Endereço, Sócios, Situação...']"
RESTAURANTE MEIO QUILO,+55 83 3228-8464,"['https://www.tripadvisor.com.br/Restaurant_Review-g793398-d7867522-Reviews-Restaurante_Meio_Quilo-Cabedelo_State_of_Paraiba.html', 'https://www.tripadvisor.pt/Restaurant_Review-g793398-d7867522-Reviews-Restaurante_Meio_Quilo-Cabedelo_State_of_Paraiba.html', 'https://www.facebook.com/people/Restaurante-MEIO-Quilo/100065106237174/?locale=pt_BR', 'https://restaurantguru.com.br/Meio-Quilo-Cabedelo', 'https://www.solutudo.com.br/pb/cabedelo/restaurantes/restaurante-meio-quilo-9266395', 'https://pt.foursquare.com/v/restaurante-meio-quilo/4f280ae2e4b095e0c25eb064', 'https://www.99praia.com.br/Perfil/RESTAURANTE-MEIO-QUILO/Cabedelo/Restaurantes/pt', 'https://www.apontador.com.br/local/pb/cabedelo/restaurantes/003533150000159/restaurante_meio_quilo.html', 'https://www.food.porn/r/1475344/restaurante-meio-quilo', 'https://www.empresasembrasil.com/restaurantes/288585-restaurante-cabedelo-PB.html']","['Buffet com preço fixo ou opção de buffet por quilo. Excelente relação x custo benefício. Buffet com saladas e pratos quentes. Data da visita: junho de 2021.', 'Restaurante Meio Quilo ; Endereço. Rua Aderbal Piragibe, 13, Centro Cabedelo/PB - CEP 58100-100 ; Telefone. (08) 3228-3091 ; Email. anafilha@uol.com.br.', 'Ambiente climatizado variedade de cardápio e toda sexta tem uma deliciosa calderada com frutos do mar inclusive lagosta! Tudo de ótimo!', 'Veja os Telefones e Endereços de Restaurantes em Cabedelo no Litoral de Paraiba. ... R Aderbal Piragibe, 13 - Centro - Cabedelo, PB - CEP: 58100-110\xa0...', '... as fotos e as avaliações do Restaurante Meio Quilo especializado em null localizado em Rua Aderbal Piragibe, 13, 58100-110, Centro, Cabedelo, PB.', 'See and Share Reviews, Photos and Menus of Restaurante Meio Quilo, Rua Aderbal Piragibe 13, Cabedelo, PB, 58100-110, Pr Do Canto.', 'Restaurante Meio Quilo - Restaurante no Cabedelo. ... Endereço: Rua Aderbal Piragibe 13 Pr Do Canto, Cabedelo, Paraíba 58100-110. Telefone: 8332288464.']"
CHURRASCARIA BELA VISTA,NAO DISPONIBILIZADO,"['https://www.solutudo.com.br/empresas/ba/teixeira-freitas/restaurantes/churrascaria-bela-vista-10199576', 'https://www.apontador.com.br/local/ba/teixeira_de_freitas/churrascarias/C401502745020O0206/churrascaria_bela_vista.html', 'https://www.tripadvisor.com.br/Restaurant_Review-g2342940-d5371135-Reviews-Churrascaria_Oriental-Teixeira_De_Freitas_State_of_Bahia.html', 'https://www.descubraonline.com/guia/ba/teixeira-de-freitas/churrascaria-bela-vista-08843837000104/', 'https://www.diariocidade.com/ba/teixeira-de-freitas/guia/churrascaria-bela-vista-08843837000104/', 'https://www.econodata.com.br/consulta-empresa/08843837000104-CHURRASCARIA-E-SELF-SERVICE-BEM-BOLADO-LTDA', 'https://cnpj.biz/08843837000104', 'https://pt-br.facebook.com/pages/category/Beer-Garden/Espetinho-Do-C%C3%A9sar-1690664997912622/']","['Churrascaria Bela Vista ; Endereço. Rua Eleuzibio Cunha, 65, Bela Vista - Terreo Teixeira de Freitas/BA - CEP 45997-002 ; Telefone. (73) 3291-4085 ; Email.', '... do Churrascaria Bela Vista especializado em null localizado em Rua Eleuzébio Cunha, 44, TERREO, 45997-002, Bela Vista, Teixeira De Freitas, BA.', 'Churrascaria Oriental, Teixeira de Freitas: Veja 62 dicas e avaliações ... 1197 MONTE CASTELO Churrascaria Oriental, Teixeira de Freitas, Bahia 45990-009\xa0...', 'Confira abaixo os telefones, endereço e e-mail para contato de Churrascaria Bela Vista em Teixeira de Freitas, Bahia. ; Razão Social: CHURRASCARIA E SELF SERVICE\xa0...', 'Confira no mapa como chegar em Churrascaria Bela Vista, no endereço: Rua Eleuzibio Cunha, 65, TERREO, Bela Vista, Teixeira de Freitas-BA. CEP: 45997-002 .', 'Consulte o CNPJ da CHURRASCARIA BELA VISTA de Teixeira de Freitas, BA, seus sócios e contatos como telefones, emails e website, além de faturamento,\xa0...', 'Churrascaria Bela Vista Churrascaria e Self Service Bem Bolado LTDA Rua Eleuzibio Cunha 65 Terreo Bela Vista Teixeira de Freitas BA 45997-002.', 'O melhor happy hour da cidade! RUA SAGRADA FAMÍLIA, 486, BELA VISTA, 45997 Teixeira de Freitas, BA. ... Bar e Churrascaria em Teixeira de Freitas, Brazil.']"
CAFE FINA FLOR,NAO DISPONIBILIZADO,"['https://restaurantespertodemim.com/e/cafe-fina-flor-aegyby/', 'https://www.econodata.com.br/consulta-empresa/07469914000145-RESTAURANTE-CAFE-FINA-FLOR-LTDA-', 'https://www.classifast.com.br/empresa/cafe-fina-flor-arraial-d-ajuda-porto-seguro-ba-1394480.htm', 'https://www.diariocidade.com/ba/porto-seguro/guia/cafe-fina-flor-07469914000145/', 'https://www.tripadvisor.com/Restaurant_Review-g303270-d7861279-Reviews-Restaurante_Porto_Fino-Porto_Seguro_State_of_Bahia.html', 'https://transparencia.cc/dados/cnpj/07469914000145-BA-restaurante-cafe-fina-flor-ltda/', 'https://www.cafefina.com/dinner-menu/', 'https://www.informecadastral.com.br/cnpj/restaurante-cafe-fina-flor-ltda-07469914000145']","['Cafe Fina Flor ; POUSADA E RESTAURANTE CAPIM SANTO LTDA. Rua do Beco... ver endereço completo. Trancoso, Porto Seguro - BA. ☎ (73) 2105-... ver telefone / + 1\xa0...', 'RESTAURANTE CAFE FINA FLOR LTDA. 45.816-000. RUA CARLOS ALBERTO PARRACHO 10, - ARRAIAL D AJUDA. PORTO SEGURO, BA. Restaurantes.', 'Cafe Fina Flor Arraial D Ajuda Porto Seguro BA , cafe fina flor telefone: (73) 35753656 endereço: rua carlos alberto parracho, 10,', 'Cafe Fina Flor em Porto Seguro - BA, Bahia. Confira ✆ telefones, endereço, e-mail, atividade principal, razão social | Guia de empresas | Diário Cidade.', ""There aren't enough food, service, value or atmosphere ratings for Restaurante Porto Fino, BA yet. Be one of the first to write a review!"", 'A empresa Restaurante Cafe Fina Flor Ltda., CNPJ 07.469.914/0001-45, de 04/07/2005, está com a situação ATIVA na RFB. Veja todos os Detalhes.', 'Outdoor Seating Available Now! · MENU · Fish and Chips · Alaskan Halibut · Wild Salmon · King Crab · Lobster Tail · Grilled Sand Dabs.', 'O CNPJ da empresa Restaurante Cafe Fina Flor Ltda. (Cafe Fina Flor) é 07.469.914/0001-45. Com sede em PORTO SEGURO, BA, possui 17 anos, 6 meses e 11 dias e\xa0...']"
BARRACA DO FARIA,+55 73 99979-5824,"['https://www.tripadvisor.com.br/Restaurant_Review-g616327-d3849780-Reviews-Barraca_do_Faria-Arraial_d_Ajuda_Porto_Seguro_State_of_Bahia.html', 'https://www.instagram.com/barracadofaria/?hl=en', 'https://www.facebook.com/barracadofaria/', 'https://www.arraialdajudabahia.com.br/barraca-do-faria', 'https://cardapio.menu/restaurants/porto-seguro/barraca-do-faria', 'https://oquefazerportoseguro.com.br/bahia/barraca-do-faria', 'https://www.econodata.com.br/consulta-empresa/00581042000163-M-C-FARIA-CIA-LTDA', 'https://pt.foursquare.com/v/barraca-do-faria/4eae9732d3e32ee0decfafb9', '/search?q=BARRACA+DO+FARIA,+PORTO+SEGURO+-+BA&tbm=isch&source=univ&fir=3HiDWfzLOoSYbM%252Cs_fjD8PS1SFHCM%252C_%253BbOawlYjDnL3JDM%252Cs_fjD8PS1SFHCM%252C_%253BF1wmgv6RBsnIhM%252Cs_fjD8PS1SFHCM%252C_%253B-sjcC93URxK9BM%252CT-fUB5uixX7EPM%252C_%253B6bgrty4YWGe1cM%252Ct4Pz1kswkXqfHM%252C_%253B_a1pxxMVwTlHRM%252CT-fUB5uixX7EPM%252C_%253BXLDL9HtCpXlIfM%252CT-fUB5uixX7EPM%252C_%253Bcu5oRtFjEwfZzM%252CZsZPM8eelWx6BM%252C_%253BeQKnscyYW69IhM%252Csx5LHiQBYXy8fM%252C_%253BIVwpazoNi8m48M%252CT-fUB5uixX7EPM%252C_&usg=AI4_-kRN1HEN8oQfYWfn3jQJ7iWxniPiiA&sa=X&ved=2ahUKEwjUxdX7h5H9AhUbD1kFHXWyDY0QjJkEegQIKBAC', 'https://instaviagem.com/guia/restaurantes/brasil/trancoso/barraca-do-faria']","[""Barraca do Faria - Nova Geração. Bar e Restaurante de Praia, desde 1991. Praia de Pitinga Arraial d'Ajuda (Bahia) Sobre Cardápio e Reservas veja os\xa0..."", ""Descubra o que fazer em Porto Seguro na Bahia. Conheça as praias paradisíacas de Arraial d'Ajuda, a badalada Trancoso e todas as belezas de Caraíva."", 'Consulte o CNPJ da BARRACA DO FARIA de Porto Seguro, BA, seus sócios e contatos como telefones, emails e website, além de faturamento, quantidade de\xa0...', 'A melhor barraca na praia: garçons atenciosos, local tranquilo, até com os donos rodando para conversar nas mesas. Os pratos originais são o destaque do\xa0...', 'Sobre Barraca do Faria ; Recomendação: Viajante Solo; Casal; Família; Amigos ; Categoria: , ; Endereço: Praia de Pinga, Porto Seguro - BA, 45816-000, Brasil.']"
RESTAURANTE TANAKA,+55 73 99985-5805,"['https://www.tripadvisor.com/Restaurant_Review-g303270-d6560737-Reviews-Restaurante_Tanaka_Axe-Porto_Seguro_State_of_Bahia.html', 'https://www.instagram.com/restaurante_tanaka/?hl=en', 'https://restaurantguru.com/Restaurante-tanaka-Porto-Seguro', 'https://www.tripadvisor.co/Restaurant_Review-g303270-d6560737-Reviews-Restaurante_Tanaka_Axe-Porto_Seguro_State_of_Bahia.html', 'https://www.facebook.com/RestauranteTanakaAxe/', 'https://www.guiadoturismobrasil.com/gastronomia/3/restaurante/8/BA/porto-seguro/293/restaurante-tanaka-axe/13474', 'https://instaviagem.com/guia/restaurantes/brasil/porto-seguro/restaurante-tanaka-axe', 'https://restaurante-tanaka-axe.negocio.site/', 'https://www.solutudo.com.br/empresas/ba/pto-seguro/restaurantes/restaurante-tanaka-10182275']","['1259 Followers, 665 Following, 219 Posts - See Instagram photos and videos from Restaurante Tanaka Axé (@restaurante_tanaka)', 'Restaurante Tanaka Axé, #7 among Porto Seguro restaurants: 725 reviews by visitors and 102 detailed photos. This place provides meals for BRL 200-BRL 870.', 'Restaurante Tanaka Axe, Porto Seguro: Consulta 117 opiniones sobre Restaurante ... Rua Augusto Borges, 54, Porto Seguro, Estado de Bahía 45810-000 Brasil.', 'Restaurante TanakaAxé, Porto Seguro. 507 likes · 730 were here. Restaurante de Comida Tradicional Baiana. Venha provar do melhor tempero da Bahia.', 'Porto Seguro/BA - Restaurante Tanaka Axé. (73) 3288-2891. Rua Augusto Borges, 54 - Centro - CEP: 45810-000. Porto Seguro / BA.', 'Restaurante Tanaka Axé: Comida baiana gostosa, frutos do mar frescos, ... R. Augusto Borges, n°54 - Centro, Porto Seguro - BA, 45810-000, Brasil. Horários:.', 'Jan 1, 2022 — Restaurante Tanaka Axé ... do nosso restaurante! Quem vem a Porto Seguro precisa experimentar ... Porto Seguro - BA. 45810-000. Brasil\xa0...', 'A empresa Restaurante Tanaka trabalha há mais de 16 anos na categoria Restaurantes na cidade de Porto Seguro, BA na Rua Augusto Borges, Nº 54 - Centro.']"
BAR DA MI,NAO DISPONIBILIZADO,"['https://restaurantguru.com.br/Bar-Da-Mi-Presidente-Epitacio', 'https://www.solutudo.com.br/sp/pres-epitacio/restaurantes/bar-da-mi-3751216', 'https://www.tripadvisor.com.br/Restaurants-g2346610-zfg11776-Presidente_Epitacio_State_of_Sao_Paulo.html', 'https://www.empresasembrasil.com/pub-/207677-pub-presidente-epitacio-SP.html', 'https://www.facebook.com/KaiakesBar/?locale=it_IT', 'https://www.descubraonline.com/guia/sp/presidente-epitacio/bar-da-mi-01305496000174/', 'https://www.apontador.com.br/local/sp/presidente_epitacio/bares_e_choperias/C408434F442A3S2A3D/bar_da_torre.html']","['Bar Da Mi, #49 entre Presidente Epitácio pubs & bares. Encontrar no mapa e ligar para reservar uma mesa.', 'A empresa Bar Da Mi trabalha desde 1996 na categoria Restaurantes na cidade de Presidente Epitácio, SP na Rua Antonio Venancio Lopes, Nº 9-35 - Vila Maria.', 'Bares e pubs Restaurantes: Presidente Epitácio, Estado de São Paulo: Consulte as dicas e avaliações do viajante do Tripadvisor de restaurantes: Presidente\xa0...', 'Endereço: Rua Antonio Venancio Lopes, 9 Centro, Presidente Epitácio, Estado de São Paulo 19470-000. Telefone: Fax: Horários de abertura:\xa0...', 'A Jessup Competition 2020 foi uma das experiências mais difíceis da minha vida acadêmica. Escrevemos dois memoriais em inglês, em apenas quatro alunas e sem q…', 'Confira abaixo os telefones, endereço e e-mail para contato de Bar Da Mi em Presidente Epitácio, São Paulo. LOEMI FERREIRA DOS SANTOS P EPITACIO com o CNPJ\xa0...', 'Localização. Rua Juca Pita, 9-82, Centro, 19470-000, Presidente Epitácio - SP. rota pronta. Faça login para enviar fotos. Lugares para comer. Bares &\xa0...']"
